region,class_id,class_label,count,mean_m,median_m,std_m,p90_m,p95_m,p99_m,observed_max_m,gba_rmse_margin_m,soft_ceiling_m,hard_ceiling_m,confidence,countries,cities,source_counts
north_america,1,tiny residential,9485,3.9270877830216806,3.5061206817626953,2.0189711975290763,6.768308925628663,7.908485603332515,10.130325050354003,18.738338470458984,5.3,15.0,20.0,high,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 9485}"
north_america,2,small residential,12702,4.620534087368643,4.269376277923584,2.030532809618815,7.220945167541504,8.421653556823731,10.962625999450676,25.98842430114746,5.3,15.0,20.0,high,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 12702}"
north_america,3,compact residential,17944,5.261543766162356,5.020798921585083,1.7402152936818276,7.560214424133301,8.440245532989499,10.306610183715819,17.32297706604004,5.3,15.0,20.0,high,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 17944}"
north_america,4,medium footprint,13842,5.953128291475103,5.808524131774902,1.5907763835114577,8.080982112884522,8.665248537063597,9.877163267135622,17.440004348754883,5.3,15.0,20.0,high,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 13842}"
north_america,5,small apartment,4658,5.8538945582405395,5.64869499206543,1.8999358221644056,8.20346441268921,9.238437366485593,11.164202928543103,25.943504333496094,5.3,15.0,20.0,high,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 4658}"
north_america,6,apartment block,950,6.940297485778206,6.335320711135864,3.0289329375608163,10.70976266860962,11.846516180038451,15.449649944305415,44.054908752441406,5.3,20.0,25.0,medium,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 950}"
north_america,7,large footprint,836,8.824943261140842,7.028823137283325,6.745788855566423,14.362134456634521,17.813048839569092,39.80211200714111,82.75798034667969,5.3,25.0,50.0,medium,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 836}"
north_america,8,extra-large footprint,436,8.536289560138632,7.085998773574829,5.439646051916705,14.925325393676758,17.575257778167725,28.13096485137926,53.27511978149414,5.3,25.0,35.0,medium,"[""USA""]","[""Chicago"", ""Dallas"", ""Houston""]","{""odbl_prefix"": 436}"
north_america_ne,1,tiny residential,18496,5.755368191265472,4.404480934143066,4.5494516001389025,10.9755277633667,14.823571681976318,23.73732175827026,46.54911804199219,5.3,25.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 18496}"
north_america_ne,2,small residential,23851,6.315281464485676,4.928666591644287,4.497113980927142,11.414019584655762,15.142374992370605,24.322099685668945,50.240875244140625,5.3,25.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 23851}"
north_america_ne,3,compact residential,14056,6.678375277878143,5.252974987030029,4.457840947864951,11.796179294586182,15.41570520401001,24.494832515716585,48.608001708984375,5.3,25.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 14056}"
north_america_ne,4,medium footprint,3638,6.269119770465283,5.242642641067505,3.5550515812009333,10.327651882171631,13.164012956619258,20.46924533843995,45.3508415222168,5.3,20.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 3638}"
north_america_ne,5,small apartment,3303,6.335619872424085,5.364688873291016,3.6583956035902907,10.389130592346193,13.350046062469467,21.31550720214844,40.94769287109375,5.3,20.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 3303}"
north_america_ne,6,apartment block,826,7.045849045454445,6.098520517349243,3.9674359062518096,11.349050521850586,15.488749265670776,23.6079683303833,31.678939819335938,5.3,25.0,30.0,medium,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 826}"
north_america_ne,7,large footprint,1080,7.292150534082342,6.187791585922241,4.225080621737568,12.479416942596435,16.059681510925287,23.668049163818363,33.41775131225586,5.3,25.0,30.0,high,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 1080}"
north_america_ne,8,extra-large footprint,276,9.962140297112258,7.642194032669067,7.348144072022761,18.749343872070312,23.307318687438965,32.2717924118042,74.47980499267578,5.3,30.0,40.0,medium,"[""CAN"", ""USA""]","[""Boston"", ""Montreal"", ""Toronto""]","{""odbl_prefix"": 276}"
north_america_west,1,tiny residential,13041,3.7553974621300132,3.110313892364502,2.4294330465269804,6.772089958190918,8.666621208190918,12.876523017883304,28.804658889770508,5.3,15.0,20.0,high,"[""MEX"", ""USA""]","[""Los Angeles"", ""Portland"", ""San Francisco""]","{""odbl_prefix"": 13041}"
north_america_west,2,small residential,17633,4.85872995046887,4.344620227813721,2.3548024349279704,7.69512281417847,9.512004089355466,13.468300247192383,29.741233825683594,5.3,15.0,20.0,high,"[""MEX"", ""USA""]","[""Los Angeles"", ""Portland"", ""San Francisco""]","{""odbl_prefix"": 17633}"
north_america_west,3,compact residential,16832,5.04351589959044,4.57721471786499,2.1179358578480145,7.588107919692993,9.042932939529415,12.637740297317462,23.565731048583984,5.3,15.0,20.0,high,"[""MEX"", ""USA""]","[""Los Angeles"", ""Portland"", ""San Francisco""]","{""odbl_prefix"": 16832}"
